id,subject,model_name,correct_answer,model_answer,correct_prob,prob_A,prob_B,prob_C,prob_D
clinical_knowledge_74,clinical_knowledge,olmo3-7b-purebase,D,B,0.2822265625,0.08245849609375,0.43896484375,0.1962890625,0.2822265625
clinical_knowledge_75,clinical_knowledge,olmo3-7b-purebase,B,B,0.45947265625,0.1915283203125,0.45947265625,0.2213134765625,0.1275634765625
clinical_knowledge_76,clinical_knowledge,olmo3-7b-purebase,B,B,0.7685546875,0.08624267578125,0.7685546875,0.10479736328125,0.0404052734375
clinical_knowledge_77,clinical_knowledge,olmo3-7b-purebase,A,B,0.205078125,0.205078125,0.326416015625,0.310302734375,0.158447265625
clinical_knowledge_78,clinical_knowledge,olmo3-7b-purebase,B,B,0.9208984375,0.0474853515625,0.9208984375,0.020416259765625,0.0112762451171875
clinical_knowledge_79,clinical_knowledge,olmo3-7b-purebase,B,A,0.34814453125,0.36767578125,0.34814453125,0.1702880859375,0.1138916015625
clinical_knowledge_80,clinical_knowledge,olmo3-7b-purebase,D,D,0.587890625,0.1527099609375,0.1751708984375,0.0843505859375,0.587890625
clinical_knowledge_81,clinical_knowledge,olmo3-7b-purebase,D,C,0.102783203125,0.033111572265625,0.06842041015625,0.7958984375,0.102783203125
clinical_knowledge_82,clinical_knowledge,olmo3-7b-purebase,B,B,0.50439453125,0.2069091796875,0.50439453125,0.12451171875,0.164306640625
clinical_knowledge_83,clinical_knowledge,olmo3-7b-purebase,B,B,0.453857421875,0.272216796875,0.453857421875,0.2144775390625,0.059539794921875
clinical_knowledge_84,clinical_knowledge,olmo3-7b-purebase,D,D,0.8046875,0.06890869140625,0.05084228515625,0.07568359375,0.8046875
clinical_knowledge_85,clinical_knowledge,olmo3-7b-purebase,D,D,0.88720703125,0.047027587890625,0.047027587890625,0.0185546875,0.88720703125
clinical_knowledge_86,clinical_knowledge,olmo3-7b-purebase,A,B,0.265625,0.265625,0.43115234375,0.10986328125,0.1934814453125
clinical_knowledge_87,clinical_knowledge,olmo3-7b-purebase,B,A,0.1331787109375,0.78466796875,0.1331787109375,0.037567138671875,0.044281005859375
clinical_knowledge_88,clinical_knowledge,olmo3-7b-purebase,D,D,0.77490234375,0.05010986328125,0.11383056640625,0.0614013671875,0.77490234375
clinical_knowledge_89,clinical_knowledge,olmo3-7b-purebase,D,A,0.267578125,0.49609375,0.195068359375,0.041046142578125,0.267578125
clinical_knowledge_90,clinical_knowledge,olmo3-7b-purebase,C,C,0.76318359375,0.052154541015625,0.1251220703125,0.76318359375,0.059539794921875
clinical_knowledge_91,clinical_knowledge,olmo3-7b-purebase,C,C,0.7978515625,0.040985107421875,0.1375732421875,0.7978515625,0.023529052734375
clinical_knowledge_92,clinical_knowledge,olmo3-7b-purebase,C,A,0.12420654296875,0.6875,0.1148681640625,0.12420654296875,0.0736083984375
clinical_knowledge_93,clinical_knowledge,olmo3-7b-purebase,D,B,0.2626953125,0.278564453125,0.4150390625,0.0435791015625,0.2626953125
clinical_knowledge_94,clinical_knowledge,olmo3-7b-purebase,C,C,0.5380859375,0.1102294921875,0.2191162109375,0.5380859375,0.1324462890625
clinical_knowledge_95,clinical_knowledge,olmo3-7b-purebase,C,C,0.7890625,0.057830810546875,0.11773681640625,0.7890625,0.03533935546875
clinical_knowledge_96,clinical_knowledge,olmo3-7b-purebase,D,C,0.117431640625,0.2177734375,0.298828125,0.365966796875,0.117431640625
clinical_knowledge_97,clinical_knowledge,olmo3-7b-purebase,A,A,0.78857421875,0.78857421875,0.124755859375,0.03411865234375,0.05242919921875
clinical_knowledge_98,clinical_knowledge,olmo3-7b-purebase,B,B,0.354736328125,0.0816650390625,0.354736328125,0.291748046875,0.27197265625
clinical_knowledge_99,clinical_knowledge,olmo3-7b-purebase,B,B,0.325927734375,0.321044921875,0.325927734375,0.1153564453125,0.2376708984375
clinical_knowledge_100,clinical_knowledge,olmo3-7b-purebase,C,B,0.30078125,0.1365966796875,0.3330078125,0.30078125,0.229736328125
clinical_knowledge_101,clinical_knowledge,olmo3-7b-purebase,C,C,0.90087890625,0.0291900634765625,0.058502197265625,0.90087890625,0.01125335693359375
clinical_knowledge_102,clinical_knowledge,olmo3-7b-purebase,B,B,0.346923828125,0.248046875,0.346923828125,0.1607666015625,0.244140625
clinical_knowledge_103,clinical_knowledge,olmo3-7b-purebase,B,B,0.93115234375,0.0261077880859375,0.93115234375,0.0251007080078125,0.0178070068359375
clinical_knowledge_104,clinical_knowledge,olmo3-7b-purebase,D,D,0.9365234375,0.01120758056640625,0.02044677734375,0.03192138671875,0.9365234375
clinical_knowledge_105,clinical_knowledge,olmo3-7b-purebase,D,D,0.92919921875,0.0247650146484375,0.034912109375,0.010986328125,0.92919921875
clinical_knowledge_106,clinical_knowledge,olmo3-7b-purebase,D,D,0.72021484375,0.08734130859375,0.1533203125,0.0390625,0.72021484375
clinical_knowledge_107,clinical_knowledge,olmo3-7b-purebase,A,A,0.54150390625,0.54150390625,0.1697998046875,0.2008056640625,0.08770751953125
clinical_knowledge_108,clinical_knowledge,olmo3-7b-purebase,D,D,0.97119140625,0.0091552734375,0.01045989990234375,0.00908660888671875,0.97119140625
clinical_knowledge_109,clinical_knowledge,olmo3-7b-purebase,C,B,0.1375732421875,0.127685546875,0.65380859375,0.1375732421875,0.0811767578125
clinical_knowledge_110,clinical_knowledge,olmo3-7b-purebase,C,C,0.4697265625,0.11920166015625,0.20361328125,0.4697265625,0.2076416015625
clinical_knowledge_111,clinical_knowledge,olmo3-7b-purebase,C,C,0.333251953125,0.1165771484375,0.32177734375,0.333251953125,0.228271484375
clinical_knowledge_112,clinical_knowledge,olmo3-7b-purebase,D,D,0.81396484375,0.10345458984375,0.0589599609375,0.0238189697265625,0.81396484375
clinical_knowledge_113,clinical_knowledge,olmo3-7b-purebase,A,A,0.3525390625,0.3525390625,0.184326171875,0.1162109375,0.346923828125
clinical_knowledge_114,clinical_knowledge,olmo3-7b-purebase,A,A,0.888671875,0.888671875,0.06365966796875,0.0203399658203125,0.02716064453125
clinical_knowledge_115,clinical_knowledge,olmo3-7b-purebase,A,A,0.75341796875,0.75341796875,0.1524658203125,0.04833984375,0.0457763671875
clinical_knowledge_116,clinical_knowledge,olmo3-7b-purebase,D,D,0.744140625,0.0899658203125,0.1068115234375,0.058990478515625,0.744140625
clinical_knowledge_117,clinical_knowledge,olmo3-7b-purebase,C,C,0.484130859375,0.37109375,0.12335205078125,0.484130859375,0.0214385986328125
clinical_knowledge_118,clinical_knowledge,olmo3-7b-purebase,B,D,0.050994873046875,0.032928466796875,0.050994873046875,0.12139892578125,0.794921875
clinical_knowledge_119,clinical_knowledge,olmo3-7b-purebase,D,D,0.73779296875,0.1318359375,0.1075439453125,0.0227203369140625,0.73779296875
clinical_knowledge_120,clinical_knowledge,olmo3-7b-purebase,B,B,0.93505859375,0.021148681640625,0.93505859375,0.023223876953125,0.020660400390625
clinical_knowledge_121,clinical_knowledge,olmo3-7b-purebase,A,A,0.77099609375,0.77099609375,0.12103271484375,0.042816162109375,0.0653076171875
clinical_knowledge_122,clinical_knowledge,olmo3-7b-purebase,C,B,0.037353515625,0.1273193359375,0.78955078125,0.037353515625,0.0457763671875
clinical_knowledge_123,clinical_knowledge,olmo3-7b-purebase,D,D,0.38232421875,0.2607421875,0.222900390625,0.1341552734375,0.38232421875
clinical_knowledge_124,clinical_knowledge,olmo3-7b-purebase,A,C,0.1693115234375,0.1693115234375,0.2705078125,0.404541015625,0.1553955078125
clinical_knowledge_125,clinical_knowledge,olmo3-7b-purebase,D,D,0.325927734375,0.18212890625,0.18798828125,0.303955078125,0.325927734375
clinical_knowledge_126,clinical_knowledge,olmo3-7b-purebase,A,A,0.9580078125,0.9580078125,0.020050048828125,0.0072021484375,0.01454925537109375
clinical_knowledge_127,clinical_knowledge,olmo3-7b-purebase,C,A,0.2103271484375,0.30126953125,0.290771484375,0.2103271484375,0.1976318359375
clinical_knowledge_128,clinical_knowledge,olmo3-7b-purebase,A,A,0.74072265625,0.74072265625,0.059173583984375,0.0190582275390625,0.180908203125
clinical_knowledge_129,clinical_knowledge,olmo3-7b-purebase,B,B,0.2802734375,0.2685546875,0.2802734375,0.272705078125,0.17822265625
clinical_knowledge_130,clinical_knowledge,olmo3-7b-purebase,A,A,0.69677734375,0.69677734375,0.073974609375,0.087890625,0.1414794921875
clinical_knowledge_131,clinical_knowledge,olmo3-7b-purebase,B,B,0.50634765625,0.07855224609375,0.50634765625,0.044769287109375,0.370361328125
clinical_knowledge_132,clinical_knowledge,olmo3-7b-purebase,D,D,0.77099609375,0.05413818359375,0.0972900390625,0.07757568359375,0.77099609375
clinical_knowledge_133,clinical_knowledge,olmo3-7b-purebase,B,B,0.87255859375,0.07989501953125,0.87255859375,0.0338134765625,0.013885498046875
clinical_knowledge_134,clinical_knowledge,olmo3-7b-purebase,C,B,0.1837158203125,0.1614990234375,0.491455078125,0.1837158203125,0.163330078125
clinical_knowledge_135,clinical_knowledge,olmo3-7b-purebase,C,C,0.67431640625,0.10711669921875,0.1317138671875,0.67431640625,0.08673095703125
clinical_knowledge_136,clinical_knowledge,olmo3-7b-purebase,A,A,0.3193359375,0.3193359375,0.272216796875,0.2763671875,0.132080078125
clinical_knowledge_137,clinical_knowledge,olmo3-7b-purebase,C,A,0.327392578125,0.3681640625,0.1947021484375,0.327392578125,0.10968017578125
clinical_knowledge_138,clinical_knowledge,olmo3-7b-purebase,C,C,0.6455078125,0.14697265625,0.1446533203125,0.6455078125,0.06268310546875
clinical_knowledge_139,clinical_knowledge,olmo3-7b-purebase,B,B,0.394775390625,0.2138671875,0.394775390625,0.24609375,0.145263671875
clinical_knowledge_140,clinical_knowledge,olmo3-7b-purebase,D,D,0.36181640625,0.30126953125,0.2127685546875,0.12408447265625,0.36181640625
clinical_knowledge_141,clinical_knowledge,olmo3-7b-purebase,C,B,0.290283203125,0.1419677734375,0.317626953125,0.290283203125,0.250244140625
clinical_knowledge_142,clinical_knowledge,olmo3-7b-purebase,D,D,0.453857421875,0.1029052734375,0.07269287109375,0.37060546875,0.453857421875
clinical_knowledge_143,clinical_knowledge,olmo3-7b-purebase,D,D,0.73193359375,0.094482421875,0.10626220703125,0.0675048828125,0.73193359375
clinical_knowledge_144,clinical_knowledge,olmo3-7b-purebase,D,D,0.96337890625,0.012420654296875,0.0158233642578125,0.00814056396484375,0.96337890625
clinical_knowledge_145,clinical_knowledge,olmo3-7b-purebase,D,D,0.96533203125,0.0123443603515625,0.01387786865234375,0.00861358642578125,0.96533203125
clinical_knowledge_146,clinical_knowledge,olmo3-7b-purebase,B,D,0.250244140625,0.229248046875,0.250244140625,0.140380859375,0.380126953125
clinical_knowledge_147,clinical_knowledge,olmo3-7b-purebase,B,A,0.2025146484375,0.461669921875,0.2025146484375,0.1787109375,0.1571044921875
clinical_knowledge_148,clinical_knowledge,olmo3-7b-purebase,B,D,0.26416015625,0.2880859375,0.26416015625,0.1541748046875,0.293701171875
clinical_knowledge_149,clinical_knowledge,olmo3-7b-purebase,B,B,0.5947265625,0.1190185546875,0.5947265625,0.129638671875,0.1563720703125
clinical_knowledge_150,clinical_knowledge,olmo3-7b-purebase,D,D,0.923828125,0.033660888671875,0.0212249755859375,0.02105712890625,0.923828125
clinical_knowledge_151,clinical_knowledge,olmo3-7b-purebase,A,A,0.91845703125,0.91845703125,0.048675537109375,0.01605224609375,0.0169525146484375
clinical_knowledge_152,clinical_knowledge,olmo3-7b-purebase,A,A,0.95849609375,0.95849609375,0.03070068359375,0.005252838134765625,0.005374908447265625
clinical_knowledge_153,clinical_knowledge,olmo3-7b-purebase,D,A,0.1278076171875,0.444091796875,0.1627197265625,0.26513671875,0.1278076171875
clinical_knowledge_154,clinical_knowledge,olmo3-7b-purebase,B,B,0.8125,0.062164306640625,0.8125,0.0291290283203125,0.09625244140625
clinical_knowledge_155,clinical_knowledge,olmo3-7b-purebase,B,D,0.1978759765625,0.324951171875,0.1978759765625,0.0400390625,0.437255859375
clinical_knowledge_156,clinical_knowledge,olmo3-7b-purebase,D,C,0.1766357421875,0.151123046875,0.260009765625,0.412353515625,0.1766357421875
clinical_knowledge_157,clinical_knowledge,olmo3-7b-purebase,D,D,0.8076171875,0.05987548828125,0.07220458984375,0.06036376953125,0.8076171875
clinical_knowledge_158,clinical_knowledge,olmo3-7b-purebase,A,C,0.2744140625,0.2744140625,0.26904296875,0.324462890625,0.132080078125
clinical_knowledge_159,clinical_knowledge,olmo3-7b-purebase,A,A,0.88623046875,0.88623046875,0.044464111328125,0.057098388671875,0.01197052001953125
clinical_knowledge_160,clinical_knowledge,olmo3-7b-purebase,B,B,0.4521484375,0.12261962890625,0.4521484375,0.3466796875,0.07855224609375
clinical_knowledge_161,clinical_knowledge,olmo3-7b-purebase,A,B,0.2445068359375,0.2445068359375,0.29150390625,0.252197265625,0.211669921875
clinical_knowledge_162,clinical_knowledge,olmo3-7b-purebase,A,D,0.25341796875,0.25341796875,0.1824951171875,0.07550048828125,0.488525390625
clinical_knowledge_163,clinical_knowledge,olmo3-7b-purebase,D,D,0.92138671875,0.03985595703125,0.026336669921875,0.012542724609375,0.92138671875
clinical_knowledge_164,clinical_knowledge,olmo3-7b-purebase,B,D,0.267578125,0.299560546875,0.267578125,0.1102294921875,0.32275390625
clinical_knowledge_165,clinical_knowledge,olmo3-7b-purebase,D,D,0.712890625,0.16796875,0.076904296875,0.04248046875,0.712890625
clinical_knowledge_166,clinical_knowledge,olmo3-7b-purebase,C,C,0.75048828125,0.10235595703125,0.12017822265625,0.75048828125,0.0268096923828125
clinical_knowledge_167,clinical_knowledge,olmo3-7b-purebase,D,D,0.63818359375,0.10418701171875,0.1534423828125,0.10418701171875,0.63818359375
clinical_knowledge_168,clinical_knowledge,olmo3-7b-purebase,C,C,0.62548828125,0.10699462890625,0.09783935546875,0.62548828125,0.169677734375
clinical_knowledge_169,clinical_knowledge,olmo3-7b-purebase,A,A,0.79541015625,0.79541015625,0.058319091796875,0.0506591796875,0.09539794921875
clinical_knowledge_170,clinical_knowledge,olmo3-7b-purebase,B,A,0.185302734375,0.36572265625,0.185302734375,0.238037109375,0.2108154296875
clinical_knowledge_171,clinical_knowledge,olmo3-7b-purebase,C,C,0.87353515625,0.046112060546875,0.067626953125,0.87353515625,0.01251220703125
clinical_knowledge_172,clinical_knowledge,olmo3-7b-purebase,B,C,0.1455078125,0.06329345703125,0.1455078125,0.5869140625,0.204345703125
clinical_knowledge_173,clinical_knowledge,olmo3-7b-purebase,A,A,0.94921875,0.94921875,0.026611328125,0.0125732421875,0.01153564453125
clinical_knowledge_174,clinical_knowledge,olmo3-7b-purebase,A,A,0.93359375,0.93359375,0.036895751953125,0.013580322265625,0.0161285400390625
clinical_knowledge_175,clinical_knowledge,olmo3-7b-purebase,D,D,0.74755859375,0.060882568359375,0.107666015625,0.0838623046875,0.74755859375
clinical_knowledge_176,clinical_knowledge,olmo3-7b-purebase,C,C,0.380615234375,0.36328125,0.10528564453125,0.380615234375,0.15087890625
clinical_knowledge_177,clinical_knowledge,olmo3-7b-purebase,C,C,0.72216796875,0.07037353515625,0.132568359375,0.72216796875,0.074951171875
clinical_knowledge_178,clinical_knowledge,olmo3-7b-purebase,D,D,0.9814453125,0.01078033447265625,0.004894256591796875,0.0027256011962890625,0.9814453125
clinical_knowledge_179,clinical_knowledge,olmo3-7b-purebase,D,B,0.1771240234375,0.2247314453125,0.399169921875,0.1990966796875,0.1771240234375
clinical_knowledge_180,clinical_knowledge,olmo3-7b-purebase,A,A,0.8671875,0.8671875,0.06256103515625,0.0305023193359375,0.039764404296875
clinical_knowledge_181,clinical_knowledge,olmo3-7b-purebase,B,D,0.1458740234375,0.09381103515625,0.1458740234375,0.12188720703125,0.638671875
clinical_knowledge_182,clinical_knowledge,olmo3-7b-purebase,B,B,0.86328125,0.028961181640625,0.86328125,0.045196533203125,0.062744140625
clinical_knowledge_183,clinical_knowledge,olmo3-7b-purebase,D,C,0.181640625,0.2332763671875,0.290283203125,0.294921875,0.181640625
clinical_knowledge_184,clinical_knowledge,olmo3-7b-purebase,C,C,0.671875,0.06866455078125,0.208984375,0.671875,0.05023193359375
clinical_knowledge_185,clinical_knowledge,olmo3-7b-purebase,D,D,0.94482421875,0.00710296630859375,0.0184173583984375,0.0296630859375,0.94482421875
clinical_knowledge_186,clinical_knowledge,olmo3-7b-purebase,C,C,0.7705078125,0.094970703125,0.08447265625,0.7705078125,0.050048828125
clinical_knowledge_187,clinical_knowledge,olmo3-7b-purebase,C,D,0.275146484375,0.1981201171875,0.2427978515625,0.275146484375,0.283935546875
clinical_knowledge_188,clinical_knowledge,olmo3-7b-purebase,D,D,0.912109375,0.01198577880859375,0.058074951171875,0.017852783203125,0.912109375
clinical_knowledge_189,clinical_knowledge,olmo3-7b-purebase,B,B,0.5078125,0.30224609375,0.5078125,0.0728759765625,0.116943359375
clinical_knowledge_190,clinical_knowledge,olmo3-7b-purebase,C,C,0.46826171875,0.464599609375,0.0413818359375,0.46826171875,0.0258941650390625
clinical_knowledge_191,clinical_knowledge,olmo3-7b-purebase,A,A,0.67919921875,0.67919921875,0.2239990234375,0.05487060546875,0.042083740234375
clinical_knowledge_192,clinical_knowledge,olmo3-7b-purebase,A,B,0.29931640625,0.29931640625,0.359619140625,0.1947021484375,0.1463623046875
clinical_knowledge_193,clinical_knowledge,olmo3-7b-purebase,C,A,0.325439453125,0.43115234375,0.1898193359375,0.325439453125,0.053741455078125
clinical_knowledge_194,clinical_knowledge,olmo3-7b-purebase,D,B,0.185302734375,0.2493896484375,0.3291015625,0.236083984375,0.185302734375
clinical_knowledge_195,clinical_knowledge,olmo3-7b-purebase,C,C,0.9306640625,0.01401519775390625,0.03692626953125,0.9306640625,0.0185699462890625
clinical_knowledge_196,clinical_knowledge,olmo3-7b-purebase,A,A,0.65283203125,0.65283203125,0.06878662109375,0.267822265625,0.010467529296875
clinical_knowledge_197,clinical_knowledge,olmo3-7b-purebase,B,B,0.56396484375,0.1578369140625,0.56396484375,0.06378173828125,0.214111328125
clinical_knowledge_198,clinical_knowledge,olmo3-7b-purebase,B,D,0.274169921875,0.287353515625,0.274169921875,0.143310546875,0.295166015625
clinical_knowledge_199,clinical_knowledge,olmo3-7b-purebase,C,D,0.25146484375,0.2159423828125,0.21337890625,0.25146484375,0.319091796875
clinical_knowledge_200,clinical_knowledge,olmo3-7b-purebase,D,D,0.53173828125,0.30419921875,0.1268310546875,0.037200927734375,0.53173828125
clinical_knowledge_201,clinical_knowledge,olmo3-7b-purebase,C,C,0.87158203125,0.06829833984375,0.04730224609375,0.87158203125,0.01263427734375
clinical_knowledge_202,clinical_knowledge,olmo3-7b-purebase,B,B,0.39453125,0.14794921875,0.39453125,0.32080078125,0.1368408203125
clinical_knowledge_203,clinical_knowledge,olmo3-7b-purebase,D,D,0.8935546875,0.0247650146484375,0.0504150390625,0.03106689453125,0.8935546875
clinical_knowledge_204,clinical_knowledge,olmo3-7b-purebase,A,A,0.40380859375,0.40380859375,0.134765625,0.1280517578125,0.33349609375
clinical_knowledge_205,clinical_knowledge,olmo3-7b-purebase,D,D,0.56640625,0.1617431640625,0.11376953125,0.157958984375,0.56640625
clinical_knowledge_206,clinical_knowledge,olmo3-7b-purebase,D,D,0.78515625,0.06549072265625,0.09906005859375,0.050201416015625,0.78515625
clinical_knowledge_207,clinical_knowledge,olmo3-7b-purebase,B,B,0.40869140625,0.230224609375,0.40869140625,0.145751953125,0.21533203125
clinical_knowledge_208,clinical_knowledge,olmo3-7b-purebase,B,B,0.87939453125,0.0697021484375,0.87939453125,0.038177490234375,0.012786865234375
clinical_knowledge_209,clinical_knowledge,olmo3-7b-purebase,A,A,0.9619140625,0.9619140625,0.0166778564453125,0.00988006591796875,0.0116424560546875
clinical_knowledge_210,clinical_knowledge,olmo3-7b-purebase,A,A,0.87060546875,0.87060546875,0.09844970703125,0.0157012939453125,0.0152130126953125
clinical_knowledge_211,clinical_knowledge,olmo3-7b-purebase,A,A,0.336669921875,0.336669921875,0.208984375,0.1859130859375,0.268310546875
clinical_knowledge_212,clinical_knowledge,olmo3-7b-purebase,A,A,0.394775390625,0.394775390625,0.35107421875,0.1104736328125,0.1435546875
clinical_knowledge_213,clinical_knowledge,olmo3-7b-purebase,A,A,0.51025390625,0.51025390625,0.294189453125,0.1048583984375,0.09075927734375
clinical_knowledge_214,clinical_knowledge,olmo3-7b-purebase,A,A,0.9638671875,0.9638671875,0.0158233642578125,0.0097503662109375,0.01070404052734375
clinical_knowledge_215,clinical_knowledge,olmo3-7b-purebase,B,B,0.3955078125,0.386474609375,0.3955078125,0.12939453125,0.088623046875
clinical_knowledge_216,clinical_knowledge,olmo3-7b-purebase,B,B,0.5224609375,0.374755859375,0.5224609375,0.06561279296875,0.037261962890625
clinical_knowledge_217,clinical_knowledge,olmo3-7b-purebase,C,C,0.59912109375,0.1231689453125,0.14404296875,0.59912109375,0.1336669921875
clinical_knowledge_218,clinical_knowledge,olmo3-7b-purebase,A,A,0.7705078125,0.7705078125,0.09130859375,0.09490966796875,0.04345703125
clinical_knowledge_219,clinical_knowledge,olmo3-7b-purebase,B,B,0.8935546875,0.0718994140625,0.8935546875,0.0193634033203125,0.01519775390625
clinical_knowledge_220,clinical_knowledge,olmo3-7b-purebase,D,B,0.07220458984375,0.110107421875,0.78857421875,0.028961181640625,0.07220458984375
clinical_knowledge_221,clinical_knowledge,olmo3-7b-purebase,B,A,0.218505859375,0.48876953125,0.218505859375,0.035247802734375,0.257568359375
clinical_knowledge_222,clinical_knowledge,olmo3-7b-purebase,A,A,0.447998046875,0.447998046875,0.285888671875,0.08447265625,0.181640625
clinical_knowledge_223,clinical_knowledge,olmo3-7b-purebase,C,D,0.07086181640625,0.1964111328125,0.2010498046875,0.07086181640625,0.53173828125
clinical_knowledge_224,clinical_knowledge,olmo3-7b-purebase,B,B,0.6494140625,0.16162109375,0.6494140625,0.12060546875,0.06817626953125
clinical_knowledge_225,clinical_knowledge,olmo3-7b-purebase,A,A,0.62451171875,0.62451171875,0.0906982421875,0.1875,0.0972900390625
clinical_knowledge_226,clinical_knowledge,olmo3-7b-purebase,D,B,0.125732421875,0.1961669921875,0.339111328125,0.339111328125,0.125732421875
clinical_knowledge_227,clinical_knowledge,olmo3-7b-purebase,A,A,0.7109375,0.7109375,0.0499267578125,0.01534271240234375,0.2237548828125
clinical_knowledge_228,clinical_knowledge,olmo3-7b-purebase,A,A,0.9560546875,0.9560546875,0.0247039794921875,0.00982666015625,0.00930023193359375
clinical_knowledge_229,clinical_knowledge,olmo3-7b-purebase,B,B,0.95556640625,0.023101806640625,0.95556640625,0.01198577880859375,0.0092620849609375
clinical_knowledge_230,clinical_knowledge,olmo3-7b-purebase,D,D,0.411376953125,0.280517578125,0.1776123046875,0.1304931640625,0.411376953125
clinical_knowledge_231,clinical_knowledge,olmo3-7b-purebase,D,B,0.223388671875,0.1903076171875,0.303955078125,0.2822265625,0.223388671875
clinical_knowledge_232,clinical_knowledge,olmo3-7b-purebase,D,D,0.7265625,0.10589599609375,0.09869384765625,0.06890869140625,0.7265625
clinical_knowledge_233,clinical_knowledge,olmo3-7b-purebase,B,B,0.6142578125,0.27490234375,0.6142578125,0.068115234375,0.042633056640625
clinical_knowledge_234,clinical_knowledge,olmo3-7b-purebase,B,D,0.262939453125,0.19091796875,0.262939453125,0.1751708984375,0.370849609375
clinical_knowledge_235,clinical_knowledge,olmo3-7b-purebase,A,A,0.46484375,0.46484375,0.251708984375,0.217041015625,0.06622314453125
clinical_knowledge_236,clinical_knowledge,olmo3-7b-purebase,C,C,0.78271484375,0.06707763671875,0.102294921875,0.78271484375,0.047943115234375
clinical_knowledge_237,clinical_knowledge,olmo3-7b-purebase,C,A,0.330078125,0.36962890625,0.176025390625,0.330078125,0.12432861328125
clinical_knowledge_238,clinical_knowledge,olmo3-7b-purebase,D,B,0.11968994140625,0.25146484375,0.390869140625,0.238037109375,0.11968994140625
clinical_knowledge_239,clinical_knowledge,olmo3-7b-purebase,C,D,0.1783447265625,0.01322174072265625,0.021636962890625,0.1783447265625,0.78662109375
clinical_knowledge_240,clinical_knowledge,olmo3-7b-purebase,C,C,0.32666015625,0.2109375,0.32421875,0.32666015625,0.1383056640625
clinical_knowledge_241,clinical_knowledge,olmo3-7b-purebase,B,B,0.362548828125,0.166015625,0.362548828125,0.311279296875,0.1602783203125
clinical_knowledge_242,clinical_knowledge,olmo3-7b-purebase,A,A,0.9453125,0.9453125,0.0299072265625,0.0101776123046875,0.0146942138671875
clinical_knowledge_243,clinical_knowledge,olmo3-7b-purebase,C,D,0.1793212890625,0.261962890625,0.2032470703125,0.1793212890625,0.355224609375
clinical_knowledge_244,clinical_knowledge,olmo3-7b-purebase,B,C,0.29296875,0.105712890625,0.29296875,0.54443359375,0.05682373046875
clinical_knowledge_245,clinical_knowledge,olmo3-7b-purebase,A,A,0.9326171875,0.9326171875,0.032928466796875,0.01605224609375,0.0183258056640625
clinical_knowledge_246,clinical_knowledge,olmo3-7b-purebase,C,C,0.444091796875,0.07391357421875,0.1348876953125,0.444091796875,0.34716796875
clinical_knowledge_247,clinical_knowledge,olmo3-7b-purebase,D,D,0.60693359375,0.1209716796875,0.1788330078125,0.0931396484375,0.60693359375
clinical_knowledge_248,clinical_knowledge,olmo3-7b-purebase,C,C,0.8544921875,0.0321044921875,0.1036376953125,0.8544921875,0.009796142578125
clinical_knowledge_249,clinical_knowledge,olmo3-7b-purebase,B,B,0.91259765625,0.0601806640625,0.91259765625,0.0153350830078125,0.0121307373046875
clinical_knowledge_250,clinical_knowledge,olmo3-7b-purebase,A,A,0.85498046875,0.85498046875,0.09368896484375,0.028350830078125,0.0229644775390625
clinical_knowledge_251,clinical_knowledge,olmo3-7b-purebase,C,C,0.6220703125,0.17138671875,0.1641845703125,0.6220703125,0.04248046875
clinical_knowledge_252,clinical_knowledge,olmo3-7b-purebase,A,A,0.6337890625,0.6337890625,0.1375732421875,0.049072265625,0.179443359375
clinical_knowledge_253,clinical_knowledge,olmo3-7b-purebase,B,C,0.10626220703125,0.08740234375,0.10626220703125,0.7822265625,0.0242767333984375
clinical_knowledge_254,clinical_knowledge,olmo3-7b-purebase,D,B,0.307373046875,0.1575927734375,0.450927734375,0.08404541015625,0.307373046875
clinical_knowledge_255,clinical_knowledge,olmo3-7b-purebase,A,A,0.69189453125,0.69189453125,0.08197021484375,0.054168701171875,0.172119140625
clinical_knowledge_256,clinical_knowledge,olmo3-7b-purebase,C,C,0.72265625,0.0182952880859375,0.06536865234375,0.72265625,0.1937255859375
clinical_knowledge_257,clinical_knowledge,olmo3-7b-purebase,B,B,0.97314453125,0.0102386474609375,0.97314453125,0.007373809814453125,0.00910186767578125
clinical_knowledge_258,clinical_knowledge,olmo3-7b-purebase,D,D,0.58984375,0.137939453125,0.1929931640625,0.0792236328125,0.58984375
clinical_knowledge_259,clinical_knowledge,olmo3-7b-purebase,A,A,0.92431640625,0.92431640625,0.044952392578125,0.0121002197265625,0.0186004638671875
clinical_knowledge_260,clinical_knowledge,olmo3-7b-purebase,C,C,0.66650390625,0.0916748046875,0.1470947265625,0.66650390625,0.09454345703125
clinical_knowledge_261,clinical_knowledge,olmo3-7b-purebase,B,B,0.67431640625,0.1646728515625,0.67431640625,0.052825927734375,0.10797119140625
clinical_knowledge_262,clinical_knowledge,olmo3-7b-purebase,D,B,0.1456298828125,0.187744140625,0.51025390625,0.15625,0.1456298828125
clinical_knowledge_263,clinical_knowledge,olmo3-7b-purebase,D,B,0.3505859375,0.1715087890625,0.387939453125,0.09002685546875,0.3505859375
clinical_knowledge_264,clinical_knowledge,olmo3-7b-purebase,C,D,0.056854248046875,0.1322021484375,0.047149658203125,0.056854248046875,0.763671875
