id,subject,model_name,n_shot,correct_answer,model_answer,correct_prob,prob_A,prob_B,prob_C,prob_D
college_computer_science_34,college_computer_science,olmo3-7b,0,B,B,0.99853515625,4.392862319946289e-05,0.99853515625,0.0005350112915039062,0.0010156631469726562
college_computer_science_35,college_computer_science,olmo3-7b,0,C,B,0.2734375,0.237548828125,0.41064453125,0.2734375,0.078369140625
college_computer_science_36,college_computer_science,olmo3-7b,0,C,C,1.0,8.285045623779297e-06,6.854534149169922e-06,1.0,8.940696716308594e-07
college_computer_science_37,college_computer_science,olmo3-7b,0,D,C,0.003879547119140625,0.0009655952453613281,0.0002155303955078125,0.9951171875,0.003879547119140625
college_computer_science_38,college_computer_science,olmo3-7b,0,D,C,0.038787841796875,0.43017578125,0.01201629638671875,0.51904296875,0.038787841796875
college_computer_science_39,college_computer_science,olmo3-7b,0,B,B,1.0,5.960464477539063e-08,1.0,5.3882598876953125e-05,1.7881393432617188e-07
college_computer_science_40,college_computer_science,olmo3-7b,0,A,A,0.9033203125,0.9033203125,2.086162567138672e-06,0.0966796875,1.9669532775878906e-06
college_computer_science_41,college_computer_science,olmo3-7b,0,D,D,0.888671875,0.09368896484375,3.451108932495117e-05,0.0175933837890625,0.888671875
college_computer_science_42,college_computer_science,olmo3-7b,0,A,D,0.0733642578125,0.0733642578125,0.0022869110107421875,0.0018091201782226562,0.92236328125
college_computer_science_43,college_computer_science,olmo3-7b,0,D,C,0.289794921875,0.00556182861328125,0.00931549072265625,0.6953125,0.289794921875
college_computer_science_44,college_computer_science,olmo3-7b,0,D,A,0.00307464599609375,0.9970703125,1.2993812561035156e-05,6.794929504394531e-05,0.00307464599609375
college_computer_science_45,college_computer_science,olmo3-7b,0,C,C,1.0,3.5762786865234375e-07,1.1920928955078125e-07,1.0,1.7881393432617188e-06
college_computer_science_46,college_computer_science,olmo3-7b,0,D,D,0.99951171875,0.0002434253692626953,6.157159805297852e-05,1.239776611328125e-05,0.99951171875
college_computer_science_47,college_computer_science,olmo3-7b,0,A,D,0.055755615234375,0.055755615234375,0.0004901885986328125,0.0152435302734375,0.9287109375
college_computer_science_48,college_computer_science,olmo3-7b,0,A,B,0.08984375,0.08984375,0.78857421875,0.064697265625,0.057098388671875
college_computer_science_49,college_computer_science,olmo3-7b,0,D,B,0.0721435546875,0.041748046875,0.8251953125,0.06072998046875,0.0721435546875
college_computer_science_50,college_computer_science,olmo3-7b,0,D,D,0.8583984375,0.0007014274597167969,0.0010204315185546875,0.14013671875,0.8583984375
college_computer_science_51,college_computer_science,olmo3-7b,0,B,C,0.06451416015625,0.00010007619857788086,0.06451416015625,0.81103515625,0.1243896484375
college_computer_science_52,college_computer_science,olmo3-7b,0,C,A,0.158447265625,0.54443359375,0.291259765625,0.158447265625,0.005954742431640625
college_computer_science_53,college_computer_science,olmo3-7b,0,C,C,1.0,3.3974647521972656e-06,3.5762786865234375e-07,1.0,2.384185791015625e-06
college_computer_science_54,college_computer_science,olmo3-7b,0,A,A,0.9873046875,0.9873046875,4.8100948333740234e-05,7.683038711547852e-05,0.01242828369140625
college_computer_science_55,college_computer_science,olmo3-7b,0,C,D,0.24072265625,0.02874755859375,0.055419921875,0.24072265625,0.67529296875
college_computer_science_56,college_computer_science,olmo3-7b,0,D,B,0.277587890625,0.1937255859375,0.46484375,0.06390380859375,0.277587890625
college_computer_science_57,college_computer_science,olmo3-7b,0,D,C,0.000152587890625,0.0206146240234375,0.00138092041015625,0.97802734375,0.000152587890625
college_computer_science_58,college_computer_science,olmo3-7b,0,B,B,0.50927734375,0.2025146484375,0.50927734375,0.03631591796875,0.251953125
college_computer_science_59,college_computer_science,olmo3-7b,0,D,A,0.0245361328125,0.96484375,0.00592041015625,0.0044708251953125,0.0245361328125
college_computer_science_60,college_computer_science,olmo3-7b,0,D,A,0.04888916015625,0.58642578125,0.0037097930908203125,0.361083984375,0.04888916015625
college_computer_science_61,college_computer_science,olmo3-7b,0,B,A,0.0660400390625,0.85595703125,0.0660400390625,0.0007805824279785156,0.0771484375
college_computer_science_62,college_computer_science,olmo3-7b,0,D,C,0.0574951171875,1.0132789611816406e-06,3.3974647521972656e-06,0.9423828125,0.0574951171875
college_computer_science_63,college_computer_science,olmo3-7b,0,A,A,0.89794921875,0.89794921875,0.002407073974609375,0.060150146484375,0.039459228515625
college_computer_science_64,college_computer_science,olmo3-7b,0,A,B,0.0013685226440429688,0.0013685226440429688,0.984375,0.0028972625732421875,0.0114593505859375
college_computer_science_65,college_computer_science,olmo3-7b,0,C,C,0.92626953125,0.07257080078125,6.723403930664062e-05,0.92626953125,0.0009136199951171875
college_computer_science_66,college_computer_science,olmo3-7b,0,A,A,0.97412109375,0.97412109375,1.8715858459472656e-05,0.01367950439453125,0.01226043701171875
college_computer_science_67,college_computer_science,olmo3-7b,0,B,A,8.195638656616211e-05,0.99658203125,8.195638656616211e-05,0.0030269622802734375,9.882450103759766e-05
college_computer_science_68,college_computer_science,olmo3-7b,0,B,C,0.058868408203125,0.0015439987182617188,0.058868408203125,0.93505859375,0.004398345947265625
college_computer_science_69,college_computer_science,olmo3-7b,0,A,B,0.37353515625,0.37353515625,0.52685546875,0.06591796875,0.03369140625
college_computer_science_70,college_computer_science,olmo3-7b,0,D,C,0.01143646240234375,0.12103271484375,0.01401519775390625,0.853515625,0.01143646240234375
college_computer_science_71,college_computer_science,olmo3-7b,0,A,A,0.9072265625,0.9072265625,0.08306884765625,0.0009374618530273438,0.0088958740234375
college_computer_science_72,college_computer_science,olmo3-7b,0,D,C,0.192626953125,0.10150146484375,0.01212310791015625,0.69384765625,0.192626953125
college_computer_science_73,college_computer_science,olmo3-7b,0,C,B,0.21875,0.1246337890625,0.623046875,0.21875,0.033538818359375
college_computer_science_74,college_computer_science,olmo3-7b,0,D,C,0.1707763671875,0.1629638671875,0.09735107421875,0.56884765625,0.1707763671875
college_computer_science_75,college_computer_science,olmo3-7b,0,C,C,0.9990234375,9.018182754516602e-05,0.0006461143493652344,0.9990234375,0.0001252889633178711
college_computer_science_76,college_computer_science,olmo3-7b,0,A,A,1.0,1.0,1.5914440155029297e-05,2.9742717742919922e-05,3.820657730102539e-05
college_computer_science_77,college_computer_science,olmo3-7b,0,B,D,0.003021240234375,0.0007290840148925781,0.003021240234375,0.00142669677734375,0.99462890625
college_computer_science_78,college_computer_science,olmo3-7b,0,C,D,0.09716796875,0.004337310791015625,0.004913330078125,0.09716796875,0.8935546875
college_computer_science_79,college_computer_science,olmo3-7b,0,D,C,0.189208984375,0.016265869140625,0.046356201171875,0.748046875,0.189208984375
college_computer_science_80,college_computer_science,olmo3-7b,0,B,A,8.338689804077148e-05,0.9091796875,8.338689804077148e-05,0.0123748779296875,0.0782470703125
college_computer_science_81,college_computer_science,olmo3-7b,0,C,B,0.186767578125,0.08416748046875,0.705078125,0.186767578125,0.0241241455078125
college_computer_science_82,college_computer_science,olmo3-7b,0,D,C,0.004100799560546875,0.0093841552734375,0.0138702392578125,0.97265625,0.004100799560546875
college_computer_science_83,college_computer_science,olmo3-7b,0,A,A,0.97119140625,0.97119140625,5.233287811279297e-05,0.027130126953125,0.001628875732421875
college_computer_science_84,college_computer_science,olmo3-7b,0,D,C,0.269775390625,0.018951416015625,0.00034689903259277344,0.7109375,0.269775390625
college_computer_science_85,college_computer_science,olmo3-7b,0,D,D,0.9169921875,0.06744384765625,0.0076904296875,0.0079345703125,0.9169921875
college_computer_science_86,college_computer_science,olmo3-7b,0,A,A,0.998046875,0.998046875,7.128715515136719e-05,0.0012054443359375,0.0005350112915039062
college_computer_science_87,college_computer_science,olmo3-7b,0,B,C,6.794929504394531e-06,0.1800537109375,6.794929504394531e-06,0.81982421875,2.6226043701171875e-06
college_computer_science_88,college_computer_science,olmo3-7b,0,C,D,0.1861572265625,0.08660888671875,0.2210693359375,0.1861572265625,0.50634765625
college_computer_science_89,college_computer_science,olmo3-7b,0,A,A,0.99853515625,0.99853515625,8.940696716308594e-07,0.0017004013061523438,1.7285346984863281e-06
college_computer_science_90,college_computer_science,olmo3-7b,0,C,B,0.024658203125,0.021759033203125,0.9111328125,0.024658203125,0.0426025390625
college_computer_science_91,college_computer_science,olmo3-7b,0,C,C,0.89453125,0.004547119140625,0.032073974609375,0.89453125,0.0689697265625
college_computer_science_92,college_computer_science,olmo3-7b,0,B,B,0.5498046875,0.448974609375,0.5498046875,0.00047850608825683594,0.0007071495056152344
college_computer_science_93,college_computer_science,olmo3-7b,0,C,C,0.9072265625,0.085693359375,0.0037078857421875,0.9072265625,0.0033245086669921875
college_computer_science_94,college_computer_science,olmo3-7b,0,D,B,0.331787109375,0.0007147789001464844,0.6494140625,0.0178680419921875,0.331787109375
college_computer_science_95,college_computer_science,olmo3-7b,0,A,A,0.99951171875,0.99951171875,3.993511199951172e-06,2.5451183319091797e-05,0.00030541419982910156
college_computer_science_96,college_computer_science,olmo3-7b,0,A,A,0.56591796875,0.56591796875,4.303455352783203e-05,0.433837890625,0.0001989603042602539
college_computer_science_97,college_computer_science,olmo3-7b,0,D,C,0.1776123046875,0.0009617805480957031,4.1604042053222656e-05,0.8212890625,0.1776123046875
college_computer_science_98,college_computer_science,olmo3-7b,0,C,C,0.61865234375,0.341796875,0.0308074951171875,0.61865234375,0.00868988037109375
college_computer_science_99,college_computer_science,olmo3-7b,0,D,C,0.1875,0.013580322265625,0.00948333740234375,0.78955078125,0.1875
college_mathematics_0,college_mathematics,olmo3-7b,0,B,C,0.02716064453125,0.0003418922424316406,0.02716064453125,0.97216796875,8.916854858398438e-05
college_mathematics_1,college_mathematics,olmo3-7b,0,D,B,0.0016937255859375,0.0036411285400390625,0.994140625,0.000705718994140625,0.0016937255859375
college_mathematics_2,college_mathematics,olmo3-7b,0,D,B,0.177001953125,0.363037109375,0.411376953125,0.048370361328125,0.177001953125
college_mathematics_3,college_mathematics,olmo3-7b,0,A,D,0.003978729248046875,0.003978729248046875,0.00502777099609375,0.0024509429931640625,0.98876953125
college_mathematics_4,college_mathematics,olmo3-7b,0,C,D,0.0002868175506591797,4.5359134674072266e-05,6.920099258422852e-05,0.0002868175506591797,0.99951171875
college_mathematics_5,college_mathematics,olmo3-7b,0,D,C,0.08258056640625,0.1591796875,0.01033782958984375,0.748046875,0.08258056640625
college_mathematics_6,college_mathematics,olmo3-7b,0,C,D,0.445556640625,0.02117919921875,0.02020263671875,0.445556640625,0.51318359375
college_mathematics_7,college_mathematics,olmo3-7b,0,C,A,0.0260162353515625,0.6708984375,0.2841796875,0.0260162353515625,0.01873779296875
college_mathematics_8,college_mathematics,olmo3-7b,0,C,D,3.421306610107422e-05,0.0052032470703125,0.0034122467041015625,3.421306610107422e-05,0.9912109375
college_mathematics_9,college_mathematics,olmo3-7b,0,A,C,3.069639205932617e-05,3.069639205932617e-05,1.1920928955078125e-07,1.0,1.4483928680419922e-05
college_mathematics_10,college_mathematics,olmo3-7b,0,D,D,0.99951171875,0.00017535686492919922,4.5359134674072266e-05,0.00013649463653564453,0.99951171875
college_mathematics_11,college_mathematics,olmo3-7b,0,B,B,0.97509765625,0.0006923675537109375,0.97509765625,0.01306915283203125,0.0110015869140625
college_mathematics_12,college_mathematics,olmo3-7b,0,A,D,0.002521514892578125,0.002521514892578125,1.4781951904296875e-05,0.0113067626953125,0.986328125
college_mathematics_13,college_mathematics,olmo3-7b,0,B,A,0.1673583984375,0.491943359375,0.1673583984375,0.15966796875,0.1810302734375
college_mathematics_14,college_mathematics,olmo3-7b,0,D,A,0.061767578125,0.83935546875,0.02069091796875,0.07806396484375,0.061767578125
college_mathematics_15,college_mathematics,olmo3-7b,0,D,A,0.0191192626953125,0.98046875,3.1828880310058594e-05,0.0005016326904296875,0.0191192626953125
college_mathematics_16,college_mathematics,olmo3-7b,0,B,B,0.5146484375,0.09375,0.5146484375,0.37060546875,0.0209197998046875
college_mathematics_17,college_mathematics,olmo3-7b,0,C,C,0.96728515625,0.01198577880859375,0.0185699462890625,0.96728515625,0.0021495819091796875
college_mathematics_18,college_mathematics,olmo3-7b,0,D,B,0.00588226318359375,0.174560546875,0.794921875,0.0247650146484375,0.00588226318359375
college_mathematics_19,college_mathematics,olmo3-7b,0,A,C,0.36865234375,0.36865234375,0.0009136199951171875,0.6171875,0.013214111328125
college_mathematics_20,college_mathematics,olmo3-7b,0,D,C,0.00212860107421875,0.00778961181640625,0.0014410018920898438,0.98876953125,0.00212860107421875
college_mathematics_21,college_mathematics,olmo3-7b,0,D,A,0.0110626220703125,0.96484375,0.022003173828125,0.0019521713256835938,0.0110626220703125
college_mathematics_22,college_mathematics,olmo3-7b,0,B,A,0.0235748291015625,0.78076171875,0.0235748291015625,0.00457000732421875,0.1912841796875
college_mathematics_23,college_mathematics,olmo3-7b,0,A,A,0.97802734375,0.97802734375,0.01053619384765625,0.00807952880859375,0.003162384033203125
college_mathematics_24,college_mathematics,olmo3-7b,0,B,D,0.2491455078125,0.0946044921875,0.2491455078125,0.049072265625,0.60693359375
college_mathematics_25,college_mathematics,olmo3-7b,0,D,D,0.9580078125,0.00791168212890625,0.00676727294921875,0.0271759033203125,0.9580078125
college_mathematics_26,college_mathematics,olmo3-7b,0,D,C,0.19384765625,0.031646728515625,0.007518768310546875,0.76708984375,0.19384765625
college_mathematics_27,college_mathematics,olmo3-7b,0,A,B,0.017669677734375,0.017669677734375,0.98046875,0.00031375885009765625,0.0016698837280273438
college_mathematics_28,college_mathematics,olmo3-7b,0,A,C,0.0033245086669921875,0.0033245086669921875,0.001697540283203125,0.9658203125,0.0291595458984375
college_mathematics_29,college_mathematics,olmo3-7b,0,B,A,0.00042247772216796875,0.98095703125,0.00042247772216796875,0.0002562999725341797,0.01824951171875
college_mathematics_30,college_mathematics,olmo3-7b,0,C,C,0.93310546875,0.00138092041015625,6.771087646484375e-05,0.93310546875,0.06549072265625
college_mathematics_31,college_mathematics,olmo3-7b,0,B,B,0.9599609375,0.00032973289489746094,0.9599609375,0.037811279296875,0.001796722412109375
college_mathematics_32,college_mathematics,olmo3-7b,0,B,B,0.927734375,0.058380126953125,0.927734375,0.01262664794921875,0.0012502670288085938
college_mathematics_33,college_mathematics,olmo3-7b,0,C,A,0.00844573974609375,0.861328125,0.1300048828125,0.00844573974609375,0.0001354217529296875
college_mathematics_34,college_mathematics,olmo3-7b,0,D,B,0.0196075439453125,0.0012540817260742188,0.97509765625,0.00411224365234375,0.0196075439453125
college_mathematics_35,college_mathematics,olmo3-7b,0,D,D,0.70361328125,0.0501708984375,0.01068115234375,0.235595703125,0.70361328125
college_mathematics_36,college_mathematics,olmo3-7b,0,A,D,0.0005917549133300781,0.0005917549133300781,0.0015115737915039062,0.00029087066650390625,0.99755859375
college_mathematics_37,college_mathematics,olmo3-7b,0,A,A,0.845703125,0.845703125,0.097900390625,0.0289306640625,0.0276031494140625
college_mathematics_38,college_mathematics,olmo3-7b,0,A,B,0.058197021484375,0.058197021484375,0.53515625,0.061004638671875,0.345458984375
college_mathematics_39,college_mathematics,olmo3-7b,0,C,C,0.623046875,0.16259765625,0.04376220703125,0.623046875,0.17041015625
college_mathematics_40,college_mathematics,olmo3-7b,0,B,B,0.900390625,0.0850830078125,0.900390625,0.0026092529296875,0.01206207275390625
college_mathematics_41,college_mathematics,olmo3-7b,0,D,D,1.0,3.820657730102539e-05,4.76837158203125e-07,4.589557647705078e-06,1.0
college_mathematics_42,college_mathematics,olmo3-7b,0,D,C,0.4716796875,0.0028057098388671875,0.0311126708984375,0.494384765625,0.4716796875
college_mathematics_43,college_mathematics,olmo3-7b,0,A,A,0.98681640625,0.98681640625,0.004791259765625,0.0029506683349609375,0.005260467529296875
college_mathematics_44,college_mathematics,olmo3-7b,0,D,D,0.94482421875,0.0328369140625,0.0113525390625,0.0110015869140625,0.94482421875
college_mathematics_45,college_mathematics,olmo3-7b,0,A,B,0.08837890625,0.08837890625,0.492919921875,0.01023101806640625,0.40869140625
college_mathematics_46,college_mathematics,olmo3-7b,0,B,B,0.53515625,0.443603515625,0.53515625,0.015411376953125,0.006130218505859375
college_mathematics_47,college_mathematics,olmo3-7b,0,B,C,0.057647705078125,0.01001739501953125,0.057647705078125,0.8212890625,0.11114501953125
college_mathematics_48,college_mathematics,olmo3-7b,0,C,C,0.68994140625,0.050750732421875,0.1317138671875,0.68994140625,0.127685546875
college_mathematics_49,college_mathematics,olmo3-7b,0,D,C,0.25830078125,0.0016345977783203125,0.004512786865234375,0.73583984375,0.25830078125
college_mathematics_50,college_mathematics,olmo3-7b,0,A,C,0.002197265625,0.002197265625,0.00014269351959228516,0.572265625,0.42529296875
college_mathematics_51,college_mathematics,olmo3-7b,0,B,C,0.0208892822265625,0.002166748046875,0.0208892822265625,0.9755859375,0.0015134811401367188
college_mathematics_52,college_mathematics,olmo3-7b,0,C,C,0.9814453125,2.3484230041503906e-05,0.0003345012664794922,0.9814453125,0.0182647705078125
college_mathematics_53,college_mathematics,olmo3-7b,0,C,C,0.9921875,0.001422882080078125,0.00060272216796875,0.9921875,0.005992889404296875
college_mathematics_54,college_mathematics,olmo3-7b,0,A,C,0.054595947265625,0.054595947265625,0.0010156631469726562,0.92333984375,0.0210418701171875
college_mathematics_55,college_mathematics,olmo3-7b,0,D,D,0.99951171875,0.0004107952117919922,1.531839370727539e-05,3.451108932495117e-05,0.99951171875
college_mathematics_56,college_mathematics,olmo3-7b,0,B,C,0.27783203125,0.0279541015625,0.27783203125,0.50341796875,0.1910400390625
college_mathematics_57,college_mathematics,olmo3-7b,0,D,D,0.96142578125,7.152557373046875e-06,1.150369644165039e-05,0.0384521484375,0.96142578125
college_mathematics_58,college_mathematics,olmo3-7b,0,C,B,0.20458984375,0.1722412109375,0.43994140625,0.20458984375,0.183349609375
college_mathematics_59,college_mathematics,olmo3-7b,0,A,B,0.1400146484375,0.1400146484375,0.392578125,0.1314697265625,0.3359375
college_mathematics_60,college_mathematics,olmo3-7b,0,B,B,0.97119140625,0.002643585205078125,0.97119140625,0.007648468017578125,0.018646240234375
college_mathematics_61,college_mathematics,olmo3-7b,0,A,A,0.88134765625,0.88134765625,0.098876953125,0.004344940185546875,0.01540374755859375
college_mathematics_62,college_mathematics,olmo3-7b,0,A,C,0.252685546875,0.252685546875,3.707408905029297e-05,0.72021484375,0.027069091796875
college_mathematics_63,college_mathematics,olmo3-7b,0,D,C,0.0011243820190429688,0.10443115234375,0.019927978515625,0.87451171875,0.0011243820190429688
college_mathematics_64,college_mathematics,olmo3-7b,0,B,D,0.0016355514526367188,0.00411224365234375,0.0016355514526367188,0.003803253173828125,0.990234375
college_mathematics_65,college_mathematics,olmo3-7b,0,D,B,0.1348876953125,0.01467132568359375,0.80078125,0.04962158203125,0.1348876953125
college_mathematics_66,college_mathematics,olmo3-7b,0,C,C,0.92431640625,0.01360321044921875,0.00824737548828125,0.92431640625,0.053802490234375
college_mathematics_67,college_mathematics,olmo3-7b,0,D,D,0.732421875,0.1253662109375,0.11590576171875,0.026275634765625,0.732421875
college_mathematics_68,college_mathematics,olmo3-7b,0,A,B,0.155517578125,0.155517578125,0.517578125,0.2685546875,0.05810546875
college_mathematics_69,college_mathematics,olmo3-7b,0,A,A,0.533203125,0.533203125,0.09124755859375,0.1348876953125,0.240478515625
college_mathematics_70,college_mathematics,olmo3-7b,0,D,C,0.020233154296875,0.00553131103515625,0.014801025390625,0.95947265625,0.020233154296875
college_mathematics_71,college_mathematics,olmo3-7b,0,D,C,0.00251007080078125,0.0003192424774169922,2.0563602447509766e-05,0.9970703125,0.00251007080078125
college_mathematics_72,college_mathematics,olmo3-7b,0,D,C,0.057586669921875,0.0093994140625,0.0037975311279296875,0.92919921875,0.057586669921875
college_mathematics_73,college_mathematics,olmo3-7b,0,D,A,0.02398681640625,0.5810546875,0.00153350830078125,0.393310546875,0.02398681640625
college_mathematics_74,college_mathematics,olmo3-7b,0,C,A,0.01306915283203125,0.498046875,0.47509765625,0.01306915283203125,0.01369476318359375
college_mathematics_75,college_mathematics,olmo3-7b,0,D,C,0.0225067138671875,0.005023956298828125,9.274482727050781e-05,0.97216796875,0.0225067138671875
college_mathematics_76,college_mathematics,olmo3-7b,0,D,B,0.0030193328857421875,0.12841796875,0.54052734375,0.327880859375,0.0030193328857421875
college_mathematics_77,college_mathematics,olmo3-7b,0,C,C,0.95556640625,0.0177764892578125,0.01300811767578125,0.95556640625,0.01342010498046875
college_mathematics_78,college_mathematics,olmo3-7b,0,B,B,0.88427734375,0.017791748046875,0.88427734375,0.082275390625,0.0154571533203125
college_mathematics_79,college_mathematics,olmo3-7b,0,B,C,0.072509765625,0.058258056640625,0.072509765625,0.81689453125,0.052215576171875
college_mathematics_80,college_mathematics,olmo3-7b,0,C,C,0.72412109375,0.177490234375,0.001972198486328125,0.72412109375,0.09649658203125
college_mathematics_81,college_mathematics,olmo3-7b,0,B,A,0.061431884765625,0.7724609375,0.061431884765625,0.06964111328125,0.0966796875
college_mathematics_82,college_mathematics,olmo3-7b,0,B,D,0.037506103515625,0.007160186767578125,0.037506103515625,0.29052734375,0.6650390625
college_mathematics_83,college_mathematics,olmo3-7b,0,C,B,0.291259765625,0.0002849102020263672,0.67724609375,0.291259765625,0.03118896484375
college_mathematics_84,college_mathematics,olmo3-7b,0,C,C,0.94384765625,0.005031585693359375,0.0009307861328125,0.94384765625,0.050018310546875
college_mathematics_85,college_mathematics,olmo3-7b,0,B,A,0.032684326171875,0.8427734375,0.032684326171875,0.0192108154296875,0.10546875
college_mathematics_86,college_mathematics,olmo3-7b,0,A,A,0.7724609375,0.7724609375,0.006084442138671875,0.175048828125,0.04638671875
college_mathematics_87,college_mathematics,olmo3-7b,0,C,A,0.033477783203125,0.96337890625,0.0024261474609375,0.033477783203125,0.0008254051208496094
college_mathematics_88,college_mathematics,olmo3-7b,0,C,C,0.951171875,0.00020611286163330078,0.0002906322479248047,0.951171875,0.048126220703125
college_mathematics_89,college_mathematics,olmo3-7b,0,C,A,0.091796875,0.857421875,0.007190704345703125,0.091796875,0.043365478515625
college_mathematics_90,college_mathematics,olmo3-7b,0,B,C,0.004253387451171875,0.0031604766845703125,0.004253387451171875,0.9775390625,0.0148468017578125
college_mathematics_91,college_mathematics,olmo3-7b,0,C,A,0.00235748291015625,0.5859375,0.045166015625,0.00235748291015625,0.36669921875
college_mathematics_92,college_mathematics,olmo3-7b,0,C,B,0.036529541015625,0.0019063949584960938,0.927734375,0.036529541015625,0.033782958984375
college_mathematics_93,college_mathematics,olmo3-7b,0,B,B,0.6123046875,0.307861328125,0.6123046875,0.021270751953125,0.058746337890625
college_mathematics_94,college_mathematics,olmo3-7b,0,D,D,0.90087890625,0.00450897216796875,0.00969696044921875,0.0850830078125,0.90087890625
college_mathematics_95,college_mathematics,olmo3-7b,0,D,A,9.98377799987793e-05,0.93115234375,1.5437602996826172e-05,0.06854248046875,9.98377799987793e-05
college_mathematics_96,college_mathematics,olmo3-7b,0,C,C,0.4296875,0.334716796875,0.1656494140625,0.4296875,0.07012939453125
college_mathematics_97,college_mathematics,olmo3-7b,0,C,A,0.289306640625,0.68310546875,0.004711151123046875,0.289306640625,0.02301025390625
college_mathematics_98,college_mathematics,olmo3-7b,0,D,A,0.028961181640625,0.7353515625,0.0247802734375,0.210693359375,0.028961181640625
college_mathematics_99,college_mathematics,olmo3-7b,0,A,C,0.275634765625,0.275634765625,0.2081298828125,0.298095703125,0.2181396484375
college_medicine_0,college_medicine,olmo3-7b,0,B,B,1.0,6.079673767089844e-06,1.0,5.841255187988281e-06,3.337860107421875e-06
college_medicine_1,college_medicine,olmo3-7b,0,D,A,0.1849365234375,0.791015625,0.019195556640625,0.005084991455078125,0.1849365234375
college_medicine_2,college_medicine,olmo3-7b,0,D,A,0.1239013671875,0.482421875,2.4080276489257812e-05,0.393798828125,0.1239013671875
college_medicine_3,college_medicine,olmo3-7b,0,D,D,0.64697265625,0.07037353515625,0.1512451171875,0.1314697265625,0.64697265625
college_medicine_4,college_medicine,olmo3-7b,0,A,A,0.6416015625,0.6416015625,0.10980224609375,0.086181640625,0.1622314453125
college_medicine_5,college_medicine,olmo3-7b,0,D,D,0.84130859375,2.7060508728027344e-05,0.1580810546875,0.0005788803100585938,0.84130859375
college_medicine_6,college_medicine,olmo3-7b,0,A,A,0.7958984375,0.7958984375,0.00699615478515625,0.0110015869140625,0.1861572265625
college_medicine_7,college_medicine,olmo3-7b,0,C,C,1.0,4.13060188293457e-05,1.0669231414794922e-05,1.0,3.5762786865234375e-07
college_medicine_8,college_medicine,olmo3-7b,0,A,A,0.55810546875,0.55810546875,0.37744140625,0.0645751953125,4.547834396362305e-05
college_medicine_9,college_medicine,olmo3-7b,0,A,A,1.0,1.0,1.9669532775878906e-06,7.212162017822266e-06,2.2649765014648438e-06
college_medicine_10,college_medicine,olmo3-7b,0,C,C,0.99951171875,0.0004801750183105469,1.430511474609375e-06,0.99951171875,6.300210952758789e-05
college_medicine_11,college_medicine,olmo3-7b,0,A,A,0.96923828125,0.96923828125,0.00395965576171875,0.0186004638671875,0.0082550048828125
college_medicine_12,college_medicine,olmo3-7b,0,D,D,0.49658203125,0.0018482208251953125,0.489013671875,0.01262664794921875,0.49658203125
college_medicine_13,college_medicine,olmo3-7b,0,B,D,0.0052947998046875,0.01270294189453125,0.0052947998046875,0.0038738250732421875,0.97802734375
college_medicine_14,college_medicine,olmo3-7b,0,B,B,0.84765625,0.050140380859375,0.84765625,0.080078125,0.0218963623046875
college_medicine_15,college_medicine,olmo3-7b,0,B,D,0.0001646280288696289,0.000263214111328125,0.0001646280288696289,0.00020170211791992188,0.99951171875
college_medicine_16,college_medicine,olmo3-7b,0,C,C,0.99951171875,0.0003199577331542969,1.2099742889404297e-05,0.99951171875,1.4185905456542969e-05
college_medicine_17,college_medicine,olmo3-7b,0,B,B,1.0,3.647804260253906e-05,1.0,9.238719940185547e-06,1.0848045349121094e-05
college_medicine_18,college_medicine,olmo3-7b,0,B,C,0.447021484375,0.0014009475708007812,0.447021484375,0.5224609375,0.029022216796875
college_medicine_19,college_medicine,olmo3-7b,0,B,B,0.99267578125,8.58306884765625e-06,0.99267578125,0.00038933753967285156,0.006900787353515625
college_medicine_20,college_medicine,olmo3-7b,0,C,C,0.51171875,0.48828125,9.5367431640625e-07,0.51171875,2.962350845336914e-05
college_medicine_21,college_medicine,olmo3-7b,0,D,D,0.9228515625,1.0132789611816406e-05,0.07696533203125,9.775161743164062e-06,0.9228515625
college_medicine_22,college_medicine,olmo3-7b,0,D,D,1.0,1.6689300537109375e-05,1.7881393432617188e-07,5.960464477539063e-08,1.0
college_medicine_23,college_medicine,olmo3-7b,0,A,B,0.494873046875,0.494873046875,0.5029296875,0.0011892318725585938,0.0011167526245117188
college_medicine_24,college_medicine,olmo3-7b,0,B,B,0.75146484375,0.2479248046875,0.75146484375,0.0003814697265625,0.00010031461715698242
college_medicine_25,college_medicine,olmo3-7b,0,C,C,0.62890625,0.006565093994140625,0.00031685829162597656,0.62890625,0.364013671875
college_medicine_26,college_medicine,olmo3-7b,0,C,D,0.2939453125,0.1810302734375,0.147705078125,0.2939453125,0.37744140625
college_medicine_27,college_medicine,olmo3-7b,0,D,C,0.02032470703125,7.742643356323242e-05,1.811981201171875e-05,0.9794921875,0.02032470703125
college_medicine_28,college_medicine,olmo3-7b,0,A,A,0.53662109375,0.53662109375,0.0033969879150390625,0.458984375,0.0010852813720703125
college_medicine_29,college_medicine,olmo3-7b,0,D,D,0.748046875,0.1094970703125,0.09515380859375,0.047088623046875,0.748046875
college_medicine_30,college_medicine,olmo3-7b,0,D,D,0.81884765625,0.1744384765625,0.006450653076171875,0.00011098384857177734,0.81884765625
college_medicine_31,college_medicine,olmo3-7b,0,B,B,1.0,3.0219554901123047e-05,1.0,3.319978713989258e-05,1.1682510375976562e-05
